city;identifier;name;name_vi;lat;lon
thanh-hoa;district-tho-xuan;Tho Xuan;Thọ Xuân;0;0
thanh-hoa;district-thuong-xuan;Thuong Xuan;Thường Xuân;0;0
thanh-hoa;district-tinh-gia;Tinh Gia;Tĩnh Gia;0;0
thanh-hoa;district-trieu-son;Trieu Son;Triệu Sơn;0;0
thanh-hoa;district-vinh-loc;Vinh Loc;Vĩnh Lôc;0;0
thanh-hoa;district-yen-dinh;Yen Dinh;Yên Định;0;0
thua-thien-hue;district-a-luoi;A Luoi;A Lưới;0;0
thua-thien-hue;district-hue;Hue;Huế;0;0
thua-thien-hue;district-huong-thuy;Huong Thuy;Hương Thủy;0;0
thua-thien-hue;district-huong-tra;Huong Tra;Hương Trà;0;0
thua-thien-hue;district-nam-dong;Nam Dong;Nam Đông;0;0
thua-thien-hue;district-phu-loc;Phu Loc;Phú Lộc;0;0
thua-thien-hue;district-phu-vang;Phu Vang;Phú Vang;0;0
thua-thien-hue;district-quang-dien;Quang Dien;Quảng Điền;0;0
thua-thien-hue;district-thua-thien-hue-phong-dien;Phong Dien;Phong Điền;0;0
tien-giang;district-cai-be;Cai Be;Cái Bè;0;0
tien-giang;district-cai-lay;Cai Lay;Cai Lậy;0;0
tien-giang;district-cho-gao;Cho Gao;Chợ Gạo;0;0
tien-giang;district-go-cong;Go Cong;Gò Công;0;0
tien-giang;district-go-cong-dong;Go Cong Dong;Gò Công Đông;0;0
tien-giang;district-go-cong-tay;Go Cong Tay;Gò Công Tây;0;0
tien-giang;district-my-tho;My Tho;Mỹ Tho;0;0
tien-giang;district-tan-phu-dong;Tan Phu Dong;Tân Phú Đông;0;0
tien-giang;district-tan-phuoc;Tan Phuoc;Tân Phước;0;0
tien-giang;district-tien-giang-chau-thanh;Chau Thanh;Châu Thành;0;0
tra-vinh;district-cang-long;Cang Long;Càng Long;0;0
tra-vinh;district-cau-ke;Cau Ke;Cầu Kè;0;0
tra-vinh;district-cau-ngang;Cau Ngang;Cầu Ngang;0;0
tra-vinh;district-duyen-hai;Duyen Hai;Duyên Hải;0;0
tra-vinh;district-tieu-can;Tieu Can;Tiểu Cần;0;0
tra-vinh;district-tra-cu;Tra Cu;Trà Cú;0;0
tra-vinh;district-tra-vinh;Tra Vinh;Trà Vinh;0;0
tra-vinh;district-tra-vinh-chau-thanh;Chau Thanh;Châu Thành;0;0
tuyen-quang;district-chien-hoa;Chien Hoa;Chiêm Hóa;0;0
tuyen-quang;district-ham-yen;Ham Yen;Hàm Yên;0;0
tuyen-quang;district-lam-binh;Lam Binh;Lâm Bình;0;0
tuyen-quang;district-na-hang;Na Hang;Na Hang;0;0
tuyen-quang;district-son-duong;Son Duong;Sơn Dương;0;0
tuyen-quang;district-tuyen-quang;Tuyen Quang;Tuyên Quang;0;0
tuyen-quang;district-yen-son;Yen Son;Yên Sơn;0;0
vinh-long;district-binh-minh;Binh Minh;Bình Minh;0;0
vinh-long;district-long-ho;Long Ho;Long Hồ;0;0
vinh-long;district-mang-thit;Mang Thit;Mang Thít;0;0
vinh-long;district-tam-binh;Tam Binh;Tam Bình;0;0
vinh-long;district-tra-on;Tra On;Trà Ôn;0;0
vinh-long;district-vinh-long-binh-tan;Binh Tan;Bình Tân;0;0
vinh-long;district-vung-liem;Vung Liem;Vũng Liêm;0;0
vinh-phuc;district-binh-xuyen;Binh Xuyen;Bình Xuyên;0;0
vinh-phuc;district-lap-thach;Lap Thach;Lập Thạch;0;0
vinh-phuc;district-phuc-yen;Phuc Yen;Phúc Yên;0;0
vinh-phuc;district-song-lo;Song Lo;Sông Lô;0;0
vinh-phuc;district-tam-dao;Tam Dao;Tam Đảo;0;0
vinh-phuc;district-vinh-phuc-tam-duong;Tam Duong;Tam Dương;0;0
vinh-phuc;district-vinh-tuong;Vinh Tuong;Vĩnh Tường;0;0
vinh-phuc;district-vinh-yen;Vinh Yen;Vĩnh Yên;0;0
vinh-phuc;district-yen-lac;Yen Lac;Yên Lạc;0;0
yen-bai;district-luc-yen;Luc Yen;Lục Yên;0;0
yen-bai;district-mu-cang-chai;Mu Cang Chai;Mù Cang Chải;0;0
yen-bai;district-nghia-lo;Nghia Lo;Nghĩa Lộ;0;0
yen-bai;district-tram-tau;Tram Tau;Trạm Tấu;0;0
yen-bai;district-tran-yen;Tran Yen;Trấn Yên;0;0
yen-bai;district-van-chan;Van Chan;Văn Chấn;0;0
yen-bai;district-van-yen;Van Yen;Văn Yên;0;0
yen-bai;district-yen-bai;Yen Bai;Yên Bái;0;0
yen-bai;district-yen-binh;Yen Binh;Yên Bình;0;0
